Compound_CID,Name,SMILES
23515224,6-Chloro-pyridine-3-sulfonic acid[3-chloro-4-(naphthalene-2-sulfinyl)-phenyl]-amide,C1=CC=C2C=C(C=CC2=C1)S(=O)C3=C(C=C(C=C3)NS(=O)(=O)C4=CN=C(C=C4)Cl)Cl
18180076,Naphthalene-2-sulfonic acid [3-(4-methylpiperazin-1-yl)phenyl]amide,CN1CCN(CC1)C2=CC=CC(=C2)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3
56777169,"D-Glutamic acid alpha-amide, HCl",C(CC(=O)O)[C@H](C(=O)N)N.Cl
59334231,"3,5-Diamino-6-chloro-pyrazine-2-carboxylic acid[(S)-4-{3-[4-((S)-2,3-dihydroxy-propoxy)-phenyl]-propyl}-imidazolidin-(2Z)-ylidene]-amide",C1[C@@H](NC(=N1)NC(=O)C2=C(N=C(C(=N2)Cl)N)N)CCCC3=CC=C(C=C3)OC[C@H](CO)O
72637601,"2,4-dimethyl-5-[2-oxo-4-(3-trifluoromethyl-phenyl)-1,2-dihydro-indol-3-ylidenemethyl-]-1H-pyrrole-3-carboxylic acid (2-[1,2,3]triazol-1-ylethyl)-amide",CC1=C(NC(=C1C(=O)NCCN2C=CN=N2)C)C=C3C4=C(C=CC=C4NC3=O)C5=CC(=CC=C5)C(F)(F)F
72816604,"2,4-Dimethyl-5-(2-oxo-1,2-Dihydro-Indol-3-Ylidenemethyl)-1H-Pyrrole-3-Carboxylic Acid (2-Diethylamino-Ethyl)Amide",CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=CC=CC=C3NC2=O)C
20393375,5-Chloro-2-methyl-3-phenylisoindole-1-carboxylic acid [2-(diethylamino)ethyl]amide hydrochloride,CCN(CC)CCNC(=O)C1=C2C=CC(=CC2=C(N1C)C3=CC=CC=C3)Cl.Cl
72957152,(tert-Butoxycarbonyl)((4-(dimethylamino)pyridin-1-ium-1-yl)sulfonyl)amide,CC(C)(C)OC(=O)N=S(=O)([N+]1=CC=C(C=C1)N(C)C)[O-]
57340020,Galanin Message Associated Peptide (44-59) amide,C[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CO)C(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N
85326645,"4-Methyl-5-[4-(4-methyl-piperazin-1-YL)-6-oxo-6,7-dihydro-pyrrolo [2,3-D]pyrimidin-5-ylidenemethyl]-1H-pyrrole-2-carboxylic acid (2-morpholin-4-YL-ethyl)-amide",CC1=C(NC(=C1)C(=O)NCCN2CCOCC2)C=C3C4=C(NC3=O)N=CN=C4N5CCN(CC5)C
18412553,1-Methyl-2-[N-(4-amidinophenyl)-aminomethyl]-benzimidazol-5-yl-carboxylicacid-N-phenyl-N-(2-ethoxycarbonylethyl)-amide-hydrochloride,CCOC(=O)CCN(C1=CC=CC=C1)C(=O)C2=CC3=C(C=C2)N(C(=N3)CNC4=CC=C(C=C4)C(=N)N)C.Cl
18412290,2-[(4-amidinophenyl)thiomethyl]benzothiazol-5-yl-carboxvlic acid-N-phenyl-N-(2-ethoxycarbonylethyl)amide hydrochloride,CCOC(=O)CCN(C1=CC=CC=C1)C(=O)C2=CC3=C(C=C2)SC(=N3)CSC4=CC=C(C=C4)C(=N)N.Cl
18412514,1-Methyl-2-[2-(4-amidinophenyl)ethyl]benzimidazol-5-yl-carboxylic acid-N-phenyl-N-(ethoxycarbonylmethyl) amide hydrochloride,CCOC(=O)CN(C1=CC=CC=C1)C(=O)C2=CC3=C(C=C2)N(C(=N3)CCC4=CC=C(C=C4)C(=N)N)C.Cl
18412387,"3-methyl-2-[2-(4-cyanophenyl)ethyl]imidazo[1,2-a]pyridin-7-yl-carboxylic acid-N-phenyl-N-(2-ethoxycarbonylethyl)amide",CCOC(=O)CCN(C1=CC=CC=C1)C(=O)C2=CC3=NC(=C(N3C=C2)C)CCC4=CC=C(C=C4)C#N
118566699,"2,6-dichloro-quinoline-5-carboxylic acid ((1R,3R)-1-hydroxy-3-methyl-cyclohexylmethyl)-amide",C[C@@H]1CCC[C@@](C1)(CNC(=O)C2=C(C=CC3=C2C=CC(=N3)Cl)Cl)O
118556092,"2,6-Dichloro-quinoline-5-carboxylic acid (4,4-difluoro-1-hydroxy-cyclohexylmethyl)-amide",C1CC(CCC1(CNC(=O)C2=C(C=CC3=C2C=CC(=N3)Cl)Cl)O)(F)F
118566626,"6-Chloro-2-(3-oxo-cyclopentyl)-quinoline-5-carboxylic acid (4,4-difluoro-1-hydroxy-cyclohexylmethyl)-amide",C1CC(=O)CC1C2=NC3=C(C=C2)C(=C(C=C3)Cl)C(=O)NCC4(CCC(CC4)(F)F)O
118855721,Amyloid P Component (33-38) amide,C[C@H]([C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N)NC(=O)[C@H](CC2=CC=CC=C2)N)O
59553187,4'-Fluoro-2'-methyl-biphenyl-3-carboxylic acid [4-(2-methylsulfanylpyrimidin-4-yloxy)-naphthalen-1-yl]-amide,CC1=C(C=CC(=C1)F)C2=CC(=CC=C2)C(=O)NC3=CC=C(C4=CC=CC=C43)OC5=NC(=NC=C5)SC
581715,"1H-Imidazole-4,5-dicarboxylic acid 4-[(4-bromo-phenyl)-amide] 5-[(4-chloro-phenyl)-amide]",C1=CC(=CC=C1NC(=O)C2=C(N=CN2)C(=O)NC3=CC=C(C=C3)Br)Cl
653606,"Pyrrolidine-1,2-dicarboxylic acid 1-[(3-acetyl-phenyl)-amide] 2-{[2-(3,4-dimethoxy-phenyl)-ethyl]-amide}",CC(=O)C1=CC(=CC=C1)NC(=O)N2CCCC2C(=O)NCCC3=CC(=C(C=C3)OC)OC
654202,"4-Amino-isothiazole-3,5-dicarboxylic acid 3-amide 5-[(1-cyclopentylcarbamoyl-butyl)-(tetrahydro-furan-2-ylmethyl)-amide]",CCCC(C(=O)NC1CCCC1)N(CC2CCCO2)C(=O)C3=C(C(=NS3)C(=O)N)N
654442,"Pyrrolidine-1,2-dicarboxylic acid 1-[(3-acetyl-phenyl)-amide] 2-[(2,5-dimethyl-phenyl)-amide]",CC1=CC(=C(C=C1)C)NC(=O)C2CCCN2C(=O)NC3=CC=CC(=C3)C(=O)C
655018,"4-Amino-isothiazole-3,5-dicarboxylic acid 3-amide 5-({[(benzo[1,3]dioxol-5-ylmethyl)-carbamoyl]-methyl}-cyclohexyl-amide)",C1CCC(CC1)N(CC(=O)NCC2=CC3=C(C=C2)OCO3)C(=O)C4=C(C(=NS4)C(=O)N)N
655198,"4-Amino-isothiazole-3,5-dicarboxylic acid 3-amide 5-[benzo[1,3]dioxol-5-ylmethyl-(1-cyclopentylcarbamoyl-propyl)-amide]",CCC(C(=O)NC1CCCC1)N(CC2=CC3=C(C=C2)OCO3)C(=O)C4=C(C(=NS4)C(=O)N)N
655802,"4-Amino-isothiazole-3,5-dicarboxylic acid 3-amide 5-[benzo[1,3]dioxol-5-ylmethyl-(1-cyclopentylcarbamoyl-ethyl)-amide]",CC(C(=O)NC1CCCC1)N(CC2=CC3=C(C=C2)OCO3)C(=O)C4=C(C(=NS4)C(=O)N)N
654319,"Pyrrolidine-1,2-dicarboxylic acid 2-[(4-acetylamino-phenyl)-amide] 1-[(2-ethoxy-phenyl)-amide]",CCOC1=CC=CC=C1NC(=O)N2CCCC2C(=O)NC3=CC=C(C=C3)NC(=O)C
654347,"7-Oxa-bicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic acid 2-[(2,5-diethoxy-phenyl)-amide] 3-[(furan-2-ylmethyl)-amide]",CCOC1=CC(=C(C=C1)OCC)NC(=O)C2C3C=CC(C2C(=O)NCC4=CC=CO4)O3
654835,"4-Amino-isothiazole-3,5-dicarboxylic acid 3-amide 5-(phenyl-{1-[(tetrahydro-furan-2-ylmethyl)-carbamoyl]-ethyl}-amide)",CC(C(=O)NCC1CCCO1)N(C2=CC=CC=C2)C(=O)C3=C(C(=NS3)C(=O)N)N
593736,"P,P-di-tert-butyl-N-phenylphosphinothioic amide",CC(C)(C)P(=S)(C(C)(C)C)NC1=CC=CC=C1
96909,"P-Aziridin-1-yl-P-(2-methylaziridin-1-yl)-N,N-diprop-2-en-1-ylphosphinothioic amide",CC1CN1P(=S)(N2CC2)N(CC=C)CC=C
598852,"1H-Imidazole-4,5-dicarboxylic acid 4-[(4-bromo-phenyl)-amide] 5-[(2-nitro-phenyl)-amide]",C1=CC=C(C(=C1)NC(=O)C2=C(N=CN2)C(=O)NC3=CC=C(C=C3)Br)[N+](=O)[O-]
587895,"Phosphinic acid amide, diisopropyl-N-phenyl-",CC(C)P(=O)(C(C)C)NC1=CC=CC=C1
128614,N-Nitrosopropranolol,CC(C)N(CC(COC1=CC=CC2=CC=CC=C21)O)N=O
604695,"N-cyclohexyl-P,P-dipropan-2-ylphosphinic amide",CC(C)P(=O)(C(C)C)NC1CCCCC1
614134,"Thiophosphinic acid, amide, diisopropyl-N-(3-trifluoromethylphenyl)-",CC(C)P(=S)(C(C)C)NC1=CC=CC(=C1)C(F)(F)F
138096,Zinc bis(bis(trimethylsilyl)amide),C[Si](C)(C)[N-][Si](C)(C)C.C[Si](C)(C)[N-][Si](C)(C)C.[Zn+2]
11339118,Jnj-17203212,C1CN(CCN1C2=C(C=CC=N2)C(F)(F)F)C(=O)NC3=NC=C(C=C3)C(F)(F)F
11349633,(S)-2-amino-4-methyl-pentanoic acid [3-hydroxy-1-(pyridine-sulfonyl)-azepan-4-yl]-amide,CC(C)C[C@@H](C(=O)NC1CCCN(CC1O)S(=O)(=O)C2=CC=CC=N2)N
11353953,"4-(6,7-Dimethoxy-9H-pyrimido[4,5-b]indol-4-yl)-piperazine-1-carbothioic acid [4-(pyrimidin-2-ylsulfamoyl)-phenyl]-amide",COC1=C(C=C2C(=C1)C3=C(N2)N=CN=C3N4CCN(CC4)C(=S)NC5=CC=C(C=C5)S(=O)(=O)NC6=NC=CC=N6)OC
91931166,"2-(3-Amino-propoxymethyl)-6-ethyl-4-(4-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 5-amide 3-{[3-(4,4-diphenyl-piperidin-1-yl)-propyl]-amide}",CCC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)C5=CC=CC=C5)COCCCN
91930883,"2,6-Dimethyl-4-(4-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 3-amide 5-{[3-(4-hydroxy-4-phenyl-piperidin-1-yl)-propyl]-amide}",CC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)O)C
91930887,"2,6-Dimethyl-4-(4-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 3-amide 5-{[3-(4-dimethylcarbamoyl-4-phenyl-piperidin-1-yl)-propyl]-amide}",CC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)C(=O)N(C)C)C
91931163,"2-(2-Amino-ethoxymethyl)-6-methyl-4-(4-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 5-amide 3-{[3-(4-phenyl-piperidin-1-yl)-propyl]-amide}",CC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)C4=CC=CC=C4)COCCN
91931167,"2-(2-Azido-ethoxymethyl)-6-ethyl-4-(4-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 5-amide 3-{[3-(4,4-diphenyl-piperidin-1-yl)-propyl]-amide}",CCC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)C5=CC=CC=C5)COCCN=[N+]=[N-]
91931171,"2-Ethyl-4-(4-nitro-phenyl)-6-(2,2,2-trifluoro-ethoxymethyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 3-amide 5-{[3-(4,4-diphenyl-piperidin-1-yl)-propyl]-amide}",CCC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)C5=CC=CC=C5)COCC(F)(F)F
91931175,"2-(2-Amino-ethoxymethyl)-6-methyl-4-(4-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 5-amide 3-{[3-(4-dimethylaminomethyl-4-phenyl-piperidin-1-yl)-propyl]-amide}",CC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(CN(C)C)C4=CC=CC=C4)COCCN
6451346,"P,P-Bis(1-aziridinyl)-N-(2-indol-3-ylethyl)phosphinic amide",C1CN1P(=O)(NCCC2=CNC3=CC=CC=C32)N4CC4
91933255,"(S)-2-(2-Amino-ethoxymethyl)-6-ethyl-4-(4-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 5-amide 3-{[3-(4,4-diphenyl-piperidin-1-yl)-propyl]-amide}",CCC1=NC(=C([C@H](C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)C5=CC=CC=C5)COCCN
59161099,Pyridine-2-carboxylic acid [3-(2-chloro-acetylamino)-adamantan-1-yl]amide,C1C2CC3(CC1CC(C2)(C3)NC(=O)C4=CC=CC=N4)NC(=O)CCl
59278508,(R)-2-methyl-propane-2-sulfinic acid [(S)-1-(5-methanesulfonyl-furan-2-yl)-propyl]amide,CC[C@@H](C1=CC=C(O1)S(=O)(=O)C)N[S@](=O)C(C)(C)C
91518586,"2-(2-Amino-ethoxymethyl)-6-ethyl-4-(4-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 5-amide 3-{[3-(4,4-diphenyl-piperidin-1-yl)-propyl]-amide}",CCC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)C5=CC=CC=C5)COCCN
59278146,"1-(4-fluorophenyl)-1H-pyrazolo[3,4-c]pyridine-4-carboxylic acid [(S)-1-(2-bromopyridin-4-yl)-propyl]-amide",CC[C@@H](C1=CC(=NC=C1)Br)NC(=O)C2=CN=CC3=C2C=NN3C4=CC=C(C=C4)F
54260907,1-Methyl-2-[N-[4-(N-n-octyloxycarbonylamidino)phenyl]aminomethyl]benzimidazol-5-yl-carboxylic acid-N-(2-pyridyl)-N-(2-methoxycarbonylethyl)amide,CCCCCCCCOC(=O)N=C(C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OC)C4=CC=CC=N4)N
54356430,"3-(2,5-Difluoro-4-methyl-benzyloxy)-5-(3-[4-(3-hydroxy-piperidin-1-yl)-butyl]-ureido)-isothiazole-4-carboxylic acid amide",CC1=CC(=C(C=C1F)COC2=NSC(=C2C(=O)N)NC(=O)NCCCCN3CCCC(C3)O)F
91930885,"2,6-Dimethyl-4-(4-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 3-{[3-(4-acetyl-4-phenyl-piperidin-1-yl)-propyl]-amide} 5-amide",CC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)C(=O)C)C
91931161,"2-Ethyl-6-(4-methoxy-butyl)-4-(4-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 3-amide 5-{[3-(4,4-diphenyl-piperidin-1-yl)-propyl]-amide}",CCC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)C5=CC=CC=C5)CCCCOC
91931165,"2-(2-Amino-ethoxymethyl)-6-methyl-4-(4-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 5-amide 3-({3-[4-(4-methoxy-phenyl)-4-phenyl-piperidin-1-yl]-propyl}-amide)",CC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)C5=CC=C(C=C5)OC)COCCN
91931173,"2-(2-Amino-ethoxymethyl)-6-ethyl-4-(4-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 3-amide 5-{[3-(4,4-diphenyl-piperidin-1-yl)-propyl]-amide}",CCC1=C(C(C(C(=N1)COCCN)C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)C5=CC=CC=C5
91933253,"2,6-Dimethyl-4-(4-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 3-amide 5-{[4-(4,4-diphenyl-piperidin-1-yl)-butyl]-amide}",CC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCCN3CCC(CC3)(C4=CC=CC=C4)C5=CC=CC=C5)C
91930884,"2,6-Dimethyl-4-(4-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 3-amide 5-{[3-(4-methyl-4-phenyl-piperidin-1-yl)-propyl]-amide}",CC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C)C4=CC=CC=C4)C
91930888,"2,6-Dimethyl-4-(4-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 3-amide 5-[(3-piperidin-1-yl-propyl)-amide]",CC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCCCC3)C
91931164,"2-Ethyl-6-methoxymethyl-4-(4-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 3-amide 5-{[3-(4,4-diphenyl-piperidin-1-yl)-propyl]-amide}",CCC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)C5=CC=CC=C5)COC
91931168,"2-(4-Amino-butyl)-6-methyl-4-(4-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 5-amide 3-{[3-(4,4-diphenyl-piperidin-1-yl)-propyl]-amide}",CC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)C5=CC=CC=C5)CCCCN
91931172,"2-(3-Amino-propyl)-6-methyl-4-(4-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylic acid 5-amide 3-{[3-(4,4-diphenyl-piperidin-1-yl)-propyl]-amide}",CC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)C5=CC=CC=C5)CCCN
70124326,(7-Methoxynaphthalen-2-yl)sulfonic acid {1-[1-amino-7-isoquinolinylmethyl]-2-oxopyrrolidin-3-(S)-yl}amide hydrochloride,COC1=CC2=C(C=C1)C=CC(=C2)S(=O)(=O)N[C@H]3CCN(C3=O)CC4=CC5=C(C=C4)C=CN=C5N.Cl
91746439,Fluprostenol serinol amide,C1[C@@H]([C@@H](C([C@@H]1O)/C=C/[C@H](COC2=CC=CC(=C2)C(F)(F)F)O)C/C=C\CCCC(=O)NC(CO)CO)O
67152114,"2,2'-Bithiophene-5-carboxylic acid (4r)-(1-azatricyclo[3.3.1.13,7]dec-4-yl)-amide hydrochloride",C1C2CC3CN(C2)CC1C3NC(=O)C4=CC=C(S4)C5=CC=CS5.Cl
10009769,"4-(2-Oxo-1,4-dihydro-2h-quinazolin-3-yl)-piperidine-1-carboxylic acid[1-(6-benzyloxy-pyridin-3-ylmethyl)-2-[1,4']bipiperidinyl-1'-yl-2-oxo-ethyl]-amide",C1CCN(CC1)C2CCN(CC2)C(=O)C(CC3=CN=C(C=C3)OCC4=CC=CC=C4)NC(=O)N5CCC(CC5)N6CC7=CC=CC=C7NC6=O
11753137,"4-Benzo[4,5]furo[3,2-d]pyrimidin-4-yl-piperazine-1-carbothioic acid [4-(Pyrimidin-2-ylsulfamoyl)-phenyl]-amide",C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NC5=CC=C(C=C5)S(=O)(=O)NC6=NC=CC=N6
11065014,Potassium Bis(Boc)amide,CC(C)(C)OC(=O)[N-]C(=O)OC(C)(C)C.[K+]
11014758,"4'-Trifluoromethyl-biphenyl-2-carboxylic acid (1,2,3,4tetrahydroisoquinolin-6-yl)-amide",C1CNCC2=C1C=C(C=C2)NC(=O)C3=CC=CC=C3C4=CC=C(C=C4)C(F)(F)F
11121532,"(+,-) Cis-propane-2-sulfonic Acid (2-p-bromophenyl-cyclopentyl)-amide",CC(C)S(=O)(=O)N[C@@H]1CCC[C@@H]1C2=CC=C(C=C2)Br
15550658,"But-2-ynoic acid [5-(3-bromo-phenylamino)-6-cyano-[1,8]naphthyridin-3-yl]-amide",CC#CC(=O)NC1=CC2=C(C(=CN=C2N=C1)C#N)NC3=CC(=CC=C3)Br
6852193,"1-Methyl-3-trifluoromethyl-1H-thieno[2,3-C]pyrazole-5-carboxylic acid (2-mercapto-ethyl)-amide",CN1C2=C(C=C(S2)C(=O)NCCS)C(=N1)C(F)(F)F
20798319,"(+/-)-6-{4-[4-(3-Cyclopentylpropyl)-5-oxo-4,5-dihydrotetrazol-1-yl]phenylsulfamoyl}chroman-2-carboxylic acid amide",C1CCC(C1)CCCN2C(=O)N(N=N2)C3=CC=C(C=C3)NS(=O)(=O)C4=CC5=C(C=C4)OC(CC5)C(=O)N
23690062,"Olean-12-en-29-amide, 3-((3-carboxy-1-oxo-2-propenyl)oxy)-N-(2-((3,7,11,15-tetramethyl-2,6,10,14-hexadecatetraenyl)thio)ethyl)-, sodium salt, hydrate, (3-beta(Z),20-beta)-(3:3:2)",CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CSCCNC(=O)[C@@]1(CC[C@@]2(CC[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(CC[C@@H](C5(C)C)OC(=O)/C=C/C(=O)[O-])C)C)[C@H]2C1)C)C)C)/C)/C)/C)C.[Na+]
23633263,4-{4-[3-(6-tert-Butylpyrimidin-4-yl)ureido]phenoxy}pyridine-2-carbothioic acid amide,CC(C)(C)C1=CC(=NC=N1)NC(=O)NC2=CC=C(C=C2)OC3=CC(=NC=C3)C(=S)N
23652930,6-(6-Acetylamino-pyrimidin-4-yloxy)-isoquinoline-1-carboxylic acid [5-tert-butyl-2-(4-methoxy-phenyl)-2H-pyrazol-3-yl]-amide,CC(=O)NC1=CC(=NC=N1)OC2=CC3=C(C=C2)C(=NC=C3)C(=O)NC4=CC(=NN4C5=CC=C(C=C5)OC)C(C)(C)C
78438543,Tyr-Ala(Dstereo)-Phe(Amide),CC(C(=O)NC(CC1=CC=CC=C1)C(=O)N)NC(=O)C(CC2=CC=C(C=C2)O)N
6913511,"1-Butanone, 4-((methyl-d3)nitrosoamino)-1-(3-pyridinyl)-",[2H]C([2H])([2H])N(CCCC(=O)C1=CN=CC=C1)N=O
456396,"Glycinamide, glycyl-prolyl-",C1C[C@H](N(C1)C(=O)CN)C(=O)NCC(=O)N
139589602,19-methoxybafilomycin C1 amide,C[C@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)OC(=O)/C=C/C(=O)N)OC)O)OC)/C
172639339,N-(Amide-propargyl)-N-bis(M-peg3),COCCOCCN(CC(=O)NCC#C)C(=O)COCCOC
134184040,VH 032 amide-PEG1-acid,CC1=C(SC=N1)C2=CC=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)CCOCCC(=O)O)O
139211306,Cyclobutanecarboxylic acid [2-(4-bromo-pyrazol-1-yl)-ethyl]-amide,C1CC(C1)C(=O)NCCN2C=C(C=N2)Br
172638470,IP20-amide,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC(=O)O)C(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CC3=CC=C(C=C3)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)N
139590552,11-Methyl-11-hydroxyldodecanoic acid amide,CC(C)(CCCCCCCCCC(=O)N)O
54091661,"4-Dimethylamino-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydro-naphthacene-2-carboxylic acid amide",C[C@@]1(C2C[C@H]3[C@@H](C(=O)C(C(=O)[C@]3(C(=O)C2C(=O)C4=C1C=CC=C4O)O)C(=O)N)N(C)C)O
49782285,"N-[(1S)-2'-Amino-4,4',6,6'-tetrakis(trifluoromethyl)[1,1'-biphenyl]-2-yl]-P,P-diphenylphosphinous Amide",C1=CC=C(C=C1)P(C2=CC=CC=C2)NC3=CC(=CC(=C3C4=C(C=C(C=C4N)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F
138911447,"[Met5]-Enkephalin, amide TFA",CSCC[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)N.C(=O)(C(F)(F)F)O
139181595,"N-(5-(allyloxy)-6-hydroxy-3-methyl-2-oxo-2,3-dihydrobenzofuran-3-yl)-P,P-diphenylphosphinic amide",C[C@@]1(C2=CC(=C(C=C2OC1=O)O)OCC=C)NP(=O)(C3=CC=CC=C3)C4=CC=CC=C4.C[C@@]1(C2=CC(=C(C=C2OC1=O)O)OCC=C)NP(=O)(C3=CC=CC=C3)C4=CC=CC=C4
11606813,4-Cyano-1H-imidazole-2-carboxylic acid (2-cyclohex-1-enyl-4-[1-(2-1H-imidazol-4-yl-acetyl)-piperidin-4-yl]-phenyl}-amide trifluoroacetic acid salt,C1CCC(=CC1)C2=C(C=CC(=C2)C3CCN(CC3)C(=O)CC4=CN=CN4)NC(=O)C5=NC=C(N5)C#N.C(=O)(C(F)(F)F)O
170901165,Riociguat Nitroso Impurity 1,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)N=O
