Compound_CID,Name,SMILES
56972151,8-(3-Chlorostyryl)caf-feine,CN1C(=NC2=C1N(C(=O)N(C2=O)C)C)/C=C/C3=CC(=CC=C3)Cl
9570805,"Benzaldehyde, p-(2-(diethylamino)ethoxy)-, (1,3,7-trimethyl-8-xanthinyl)hydrazonehydrochloride",CC[NH+](CC)CCOC1=CC=C(C=C1)/C=N/NC2=NC3C(N2C)C(=O)N(C(=O)N3C)C.[Cl-]
9561307,8-(o-Chlorobenzylidene)hydrazinocaffeine,CN1C2=C(N=C1N/N=C/C3=CC=CC=C3Cl)N(C(=O)N(C2=O)C)C
13001300,"3,7-Dihydro-1,3-dimethyl-7-(methyl-d3)-1H-purine-2,6-dione",[2H]C([2H])([2H])N1C=NC2=C1C(=O)N(C(=O)N2C)C
79437,"1,3,7-Trimethyluric acid",CN1C2=C(NC1=O)N(C(=O)N(C2=O)C)C
91268,"1H-Purine-2,6-dione, 3,9-dihydro-1,3-dimethyl-, hydrate (1:1)",CN1C2=C(C(=O)N(C1=O)C)NC=N2.O
94929,8-Methylthiocaffeine,CN1C2=C(N=C1SC)N(C(=O)N(C2=O)C)C
5492657,Propain,CC(=O)NC1=CC=C(C=C1)O.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.OP(=O)(O)O.Cl
5380637,8-Prop-1-enylcaffeine,C/C=C/C1=NC2=C(N1C)C(=O)N(C(=O)N2C)C
64121,"Benzoic acid, 2-hydroxy-, compd. with 3,7-dihydro-1,3,7-trimethyl-1H-purine-2,6-dione (1:1)",CN1C=NC2=C1C(=O)N(C(=O)N2C)C.C1=CC=C(C(=C1)C(=O)O)O
21031,8-Chlorocaffeine,CN1C2=C(N=C1Cl)N(C(=O)N(C2=O)C)C
22780,"3,7-Dihydro-8-((2-hydroxyethyl)amino)-1,3,7-trimethyl-1H-purine-2,6-dione",CN1C2=C(N=C1NCCO)N(C(=O)N(C2=O)C)C
44147053,"Morphinan-6-ol, 7,8-didehydro-4,5-epoxy-3-methoxy-17-methyl-, (5alpha,6alpha)-, mixt. with 3,7-dihydro-1,3,7-trimethyl-1H-purine-2,6-dione, N-(4-ethoxyphenyl)acetamide and N-(4-hydroxyphenyl)acetamide",CCOC1=CC=C(C=C1)NC(=O)C.CC(=O)NC1=CC=C(C=C1)O.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C
126542,Caffeidine acid,CNC(=O)N(C)C1=C(N(C=N1)C)C(=O)O
2153,Theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2
56998,G100,CN1C2=C(N=C1NCCCOC)N(C(=O)N(C2=O)C)C
35685,Cafaminol,CN1C2=C(N=C1N(C)CCO)N(C(=O)N(C2=O)C)C
64124,8-Ethylthiocaffeine,CCSC1=NC2=C(N1C)C(=O)N(C(=O)N2C)C
52356,"3,7-Dihydro-1,3,7-trimethyl-8-((3-methylbutyl)thio)-1H-purine-2,6-dione",CC(C)CCSC1=NC2=C(N1C)C(=O)N(C(=O)N2C)C
64127,"8-Bromo-3,7-dihydro-1,3,7-trimethyl-1H-purine-2,6-dione",CN1C2=C(N=C1Br)N(C(=O)N(C2=O)C)C
22181,"3,7-Dihydro-1,3,7-trimethyl-1H-purine-2,6-dione monohydrochloride",C[NH+]1C=NC2=C1C(=O)N(C(=O)N2C)C.[Cl-]
21551,8-Benzylcaffeine,CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CC3=CC=CC=C3
177923955,CID 177923955,CC(=CCC1=NC2=C(N1C)C(=O)N(C(=O)N2C)C)C
23645361,"2-[(E)-2-(3-chlorophenyl)ethenyl]-3,5,7-trimethyl-3H,4H,5H,6H,7H-imidazo[4,5-c]pyridine-4,6-dione",CC1C2=C(C(=O)N(C1=O)C)N(C(=N2)/C=C/C3=CC(=CC=C3)Cl)C
146012678,"1H-Imidazole-5-carboxamide, N,1-dimethyl-4-(methylamino)-, hydrochloride (1:1)",CNC1=C(N(C=N1)C)C(=O)NC.Cl
11019926,"Sodium 3,7-dimethyl-2-oxo-3,7-dihydro-2H-purin-6-olate",CN1C=NC2=C1C(=O)[N-]C(=O)N2C.[Na+]
71563049,9-Deaza-CSC,CN1C(=CC2=C1C(=O)N(C(=O)N2C)C)/C=C/C3=CC=C(C=C3)Cl
6474386,"(1S,3R,4R,5R)-3-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-1,4,5-trihydroxy-cyclohexanecarboxylic acid; 1,3,7-trimethylpurine-2,6-dione",CN1C=NC2=C1C(=O)N(C(=O)N2C)C.C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O
176478304,Pentoxifylline Impurity 9,CNC1=C(N(C=N1)C)C(=O)N(C)C(=O)O
15872156,Methylliberine,CN1C2=C(N=C(N(C2=O)C)OC)N(C1=O)C
137348305,"bis(1,3,7,9-tetramethyl-2,6-dioxo-2,3,6,7-tetrahydro-1H-purin-9-ium-8-yl)gold(1+)",CN1[C-]=[N+](C2=C1C(=O)N(C(=O)N2C)C)C.CN1[C-]=[N+](C2=C1C(=O)N(C(=O)N2C)C)C.[Au+3]
69975280,Synalgos DC,CC(=O)OC1=CC=CC=C1C(=O)O.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](CC4)O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C
202236,"Aminopyrine mixture with chlorpromazine, caffeine and phenacetin",CCOC1=CC=C(C=C1)NC(=O)C.CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C.CN1C=NC2=C1C(=O)N(C(=O)N2C)C.CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
225249,"1H-Purine-2,6-dione, 8,8'-(1,5-pentanediyl)bis(3,7-dihydro-1,3,7-trimethyl-",CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CCCCCC3=NC4=C(N3C)C(=O)N(C(=O)N4C)C
228632,Mls000737995,CN1C2=C(N=C1N3CCCCC3)N(C(=O)N(C2=O)C)C
13001298,"3,7-Dimethyl-1-(trideuteriomethyl)purine-2,6-dione",[2H]C([2H])([2H])N1C(=O)C2=C(N=CN2C)N(C1=O)C
86278612,"3,7-Dihydro-1,3,7-trimethyl-1H-purine-2,6-dione, hydroiodide, sodium salt",CN1C=NC2=C1C(=O)N(C(=O)N2C)C.[Na+].I
11988032,"Caffeine mixture with camylofin, ergotamine, mecloxamine and propyphenazone",CCN(CC)CCNC(C1=CC=CC=C1)C(=O)OCCC(C)C.CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C.CC(CN(C)C)OC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)Cl.C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.CN1C=NC2=C1C(=O)N(C(=O)N2C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O.[C@@H]([C@H](C(=O)[O-])O)(C(=O)[O-])O.Cl.Cl
57351081,"1H-Purine-2,6-dione, 3,7-dihydro-1,3,7-trimethyl-, hydrobromide (1:1)",CN1C=NC2=C1C(=O)N(C(=O)N2C)C.Br
5492530,"Acetaminophen mixture with caffeine, codeine phosphate and doxylamine succinate",CC(=O)NC1=CC=C(C=C1)O.CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C.C(CC(=O)O)C(=O)O.OP(=O)(O)O
5492635,"Aspirin mixture with caffeine, codeine, phenacetin and phenobarbital",CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2.CCOC1=CC=C(C=C1)NC(=O)C.CC(=O)OC1=CC=CC=C1C(=O)O.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C.OP(=O)(O)O
56843206,Alnagon,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2.CC(=O)OC1=CC=CC=C1C(=O)O.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C
343657,"1,3,7-trimethyl-8-[(2-phenylethyl)amino]-3,7-dihydro-1H-purine-2,6-dione",CN1C2=C(N=C1NCCC3=CC=CC=C3)N(C(=O)N(C2=O)C)C
427849,"1,3,7-Trimethylxanthine, TMS",CN1C=NC2C1C(=O)N(C(=O)N2C)C
157897,Acetaminophen mixture with caffeine and guaifenesin,CC(=O)NC1=CC=C(C=C1)O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C.COC1=CC=CC=C1OCC(CO)O
157430,Cofplaton,[H+].[H+].CN1C2=C(N=C1OCCCN(C)C)N(C(=O)N(C2=O)C)C.CN1C2=C(N=C1OCCCN(C)C)N(C(=O)N(C2=O)C)C.[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Pt+4]
3043686,"1-(1,3,7-Trimethyl-2,6-dioxo-2,3,6,7-tetrahydro-1H-purin-8-yl)ethyl 2,4-dimethylpyridine-3-carboxylate",CC1=C(C(=NC=C1)C)C(=O)OC(C)C2=NC3=C(N2C)C(=O)N(C(=O)N3C)C
165692,"Caffeine mixture with phenacetin, propyphenazone and pyrithyldione",CCC1(C(=O)C=CNC1=O)CC.CCOC1=CC=C(C=C1)NC(=O)C.CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C.CN1C=NC2=C1C(=O)N(C(=O)N2C)C
3052767,"1H-Purine-2,6-dione, 3,4,5,9-tetrahydro-1,3-dimethyl-",CN1C2C(C(=O)N(C1=O)C)NC=N2
174272,Acetaminophen mixture with caffeine and codeine phosphate,CC(=O)NC1=CC=C(C=C1)O.CN1CC[C@]23[C@@H]4C1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C.[O-]P(=O)([O-])[O-]
3033923,8-Mercaptoisocaffeine,CN1C2=C(C(=O)N(C(=O)N2C)C)NC1=S
3043685,"1-(1,3,7-Trimethyl-2,6-dioxo-2,3,6,7-tetrahydro-1H-purin-8-yl)ethyl pyridine-3-carboxylate",CC(C1=NC2=C(N1C)C(=O)N(C(=O)N2C)C)OC(=O)C3=CN=CC=C3
115374,Fencamine,CC(CC1=CC=CC=C1)N(C)CCNC2=NC3=C(N2C)C(=O)N(C(=O)N3C)C
133294,Proksifein,CN1C2=C(N=C1OCCCN(C)C)N(C(=O)N(C2=O)C)C
118395,"1,9-Dimethylxanthine",CN1C=NC2=C1NC(=O)N(C2=O)C
133327,Elsinore pill,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.CN1C=NC2=C1C(=O)N(C(=O)N2C)C
6448749,"1H-Purine-2,6-dione, 3,7-dihydro-8-(2-(2,3-dimethoxyphenyl)ethenyl)-1,3,7-trimethyl-, (E)-",CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)/C=C/C3=C(C(=CC=C3)OC)OC
6448869,"1H-Purine-2,6-dione, 3,7-dihydro-8-(2-(2,4-dimethoxyphenyl)ethenyl)-1,3,7-trimethyl-, (E)-",CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)/C=C/C3=C(C=C(C=C3)OC)OC
6448897,"1H-Purine-2,6-dione, 3,7-dihydro-8-(2-(3-bromo-4-methoxyphenyl)ethenyl)-1,3,7-trimethyl-, (E)-",CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)/C=C/C3=CC(=C(C=C3)OC)Br
6445882,"3,7-dihydro-1,3,7-trimethyl-8-((1E)-2-(3,4,5-trimethoxyphenyl)ethenyl)-1H-Purine-2,6-dione",CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)/C=C/C3=CC(=C(C(=C3)OC)OC)OC
6448866,KF 21213,CC1=C(C=CC(=C1C)OC)/C=C/C2=NC3=C(N2C)C(=O)N(C(=O)N3C)C
6448978,"1H-Purine-2,6-dione, 3,7-dihydro-8-(2-(2,5-dimethyl-4-methoxyphenyl)ethenyl)-1,3,7-trimethyl-,(E)-",CC1=CC(=C(C=C1OC)C)/C=C/C2=NC3=C(N2C)C(=O)N(C(=O)N3C)C
6448751,"1H-Purine-2,6-dione, 3,7-dihydro-8-(2-(2,3,4-trimethoxyphenyl)ethenyl)-1,3,7-trimethyl-, (E)-",CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)/C=C/C3=C(C(=C(C=C3)OC)OC)OC
6448867,"1H-Purine-2,6-dione, 3,7-dihydro-8-(2-(1,3-benzodioxol-5-yl)ethenyl)-1,3,7-trimethyl-, (E)-",CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)/C=C/C3=CC4=C(C=C3)OCO4
6448891,"1H-Purine-2,6-dione, 3,7-dihydro-8-(2-(2-chloro-3,4-dimethoxyphenyl)ethenyl)-1,3,7-trimethyl-,(E)-",CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)/C=C/C3=C(C(=C(C=C3)OC)OC)Cl
702,Ethanol,CCO
1983,Acetaminophen,CC(=O)NC1=CC=C(C=C1)O
11286,"3,7-Dihydro-8-methoxy-1,3,7-trimethyl-1H-purine-2,6-dione",CN1C2=C(N=C1OC)N(C(=O)N(C2=O)C)C
11347,"8-Ethoxy-3,7-dihydro-1,3,7-trimethyl-1H-purine-2,6-dione",CCOC1=NC2=C(N1C)C(=O)N(C(=O)N2C)C
54877,Isopropylantipyrine mixed with ethenzamide and caffeine monohydrate (3:5:1),CCOC1=CC=CC=C1C(=O)N.CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C.CN1C=NC2=C1C(=O)N(C(=O)N2C)C
64125,8-Allyloxycaffeine,CN1C2=C(N=C1OCC=C)N(C(=O)N(C2=O)C)C
64129,"8-Amino-3,7-dihydro-1,3,7-trimethyl-1H-purine-2,6-dione",CN1C2=C(N=C1N)N(C(=O)N(C2=O)C)C
64137,"1H-Purine-2,6-dione, 3,7-dihydro-8-((phenylmethyl)amino)-1,3,7-trimethyl-",CN1C2=C(N=C1NCC3=CC=CC=C3)N(C(=O)N(C2=O)C)C
64115,"3,7-Dihydro-1,3,7,8-tetramethyl-1H-purine-2,6-dione",CC1=NC2=C(N1C)C(=O)N(C(=O)N2C)C
69550,Acefylline,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O
25768,"1,3,6,7-Tetrahydro-1,3,7-trimethyl-6-thioxo-2H-purin-2-one",CN1C=NC2=C1C(=S)N(C(=O)N2C)C
22375,"3,7-Dimethylxanthine-1-methanecarboxylic acid",CN1C=NC2=C1C(=O)N(C(=O)N2C)CC(=O)O
